,timestamp,sensor_00,sensor_02,sensor_04,sensor_05,sensor_06,sensor_07,sensor_08,sensor_09,sensor_10,sensor_11,sensor_12,sensor_13,sensor_32,sensor_35,sensor_38,sensor_39,sensor_40,sensor_41,sensor_42,sensor_43,sensor_44,sensor_45,sensor_46,sensor_47,sensor_49,sensor_50,sensor_51
0,2018-04-01,3717.3641373996643,78790.138838324,948525.6987315911,109064.7806913861,20468.727718425158,24171.25254128964,22313.315863665277,22494.21892573132,63075.3113162946,64872.01832803769,45667.867868422596,4488.815955240615,1074297.4814289836,498902.31615383213,74916.88385460297,55015.75370469887,101500.47492435358,52459.927785785585,53798.34460733545,65286.42137393109,62414.72062574173,66046.58843042479,66684.16874299142,59743.378358780574,81846.14408159215,293183.9919817368,281494.6877112193
1,2018-04-02,3815.1891578700297,78588.70016459182,959489.6693192435,112964.68810319857,20743.52599097347,24363.182311470064,22591.85188448598,22582.26813293348,65159.18151223246,67153.80495737387,47818.01724646475,6122.045432077808,1096316.1143579278,488391.7945681897,74887.82459681036,53708.71436969016,102198.07530650718,51677.55404716228,52561.438380430496,64758.37790681467,63072.651351945955,66831.8726256562,66997.80122891728,59932.68705606476,84228.51196590051,305612.6533382934,267662.3705455019
2,2018-04-03,3740.1541602623106,78196.94602043826,953980.4849674776,108846.11932300637,20391.061329119468,24061.397797186302,22169.195843717294,22250.738589801033,64419.30103337102,65896.4082571334,46170.40059195466,4903.3938643162855,1041069.8529547268,486367.2921413502,75020.62703662165,54506.35470061677,103532.71954704849,52594.01560975614,53507.65666672855,66336.08171895142,63546.19080945203,68144.1243746045,68546.9240848849,61025.06620599332,84643.83161124484,293756.6316007483,244385.01602100997
3,2018-04-04,3726.265902572497,78277.67274672726,937723.3326740089,104876.04170601894,20042.15360240478,23825.89097305056,22197.764311727336,21927.597010597947,63445.656045470205,64521.96899324349,46022.50022725317,3838.6496098269654,1055680.7229213654,468326.4624091051,74817.0499063904,55711.56782273786,102758.58739032393,52754.92347864912,54184.839843110065,66911.1562448082,64116.817911165985,68636.77801255308,69682.49425644334,61214.30204687426,86026.41975660327,295891.68817891815,256660.61735888262
4,2018-04-05,3755.568094517409,78521.9483362789,936093.6695041165,103026.6720967434,20061.703481527293,23816.957385104655,22303.202479998414,22199.93870334755,63412.13825708089,64627.65670836448,45982.02159903586,3759.0794353829606,1025322.0699193924,465702.68411873974,76277.10392532678,57774.55203085114,104202.45762057877,54060.3742724264,55669.06552189692,67667.4379521431,63889.023349094845,68680.27945040724,71550.49763863444,61568.914968983554,87070.16470515395,301154.36702520144,246935.227649267
5,2018-04-06,3657.4322392616405,78265.77001809349,920503.1191418557,102854.27763546986,20086.036673615483,24138.19599910765,22451.078403483636,22641.468760882053,61966.049480890215,62959.97446914337,43919.81769228153,4327.715021689991,1107331.264006634,502830.3606918776,75639.49163338415,58502.00637628123,103403.01462687831,54296.3772361359,55809.667842142706,67747.0750097657,63661.247860096206,68553.2187251566,70831.79593200861,61789.50608139066,86515.935274461,289295.2486321748,254336.6047901568
6,2018-04-07,3551.8539967894417,75964.25256511306,902570.4924332964,107702.80322651906,19707.580026698124,23622.44176263909,21751.956303780797,21883.386664817208,60549.79785676971,61403.57154969193,40216.83072025532,3391.9445193743404,1031545.1945336995,482483.938843453,71473.68359199539,52857.978697989456,96746.23071408337,50278.07560679122,51534.53317647887,63206.57041935215,59561.58743742878,64154.68584820161,64790.84444006398,58668.460042923165,76392.71818729903,289456.365405215,239745.03040832988
7,2018-04-08,3670.2694850640582,78194.3459352477,934784.6147714407,109112.3692962818,20272.956288435395,23972.95898599663,22245.744523500554,22339.104588756883,62385.175627833945,64072.11883458291,45079.44028133834,4920.047981862665,1083793.073089146,507811.1312449022,74557.91534572713,54900.79355902536,100611.67335355298,52405.95926879501,53590.83742487372,64953.14094467602,61909.81517758871,65159.87323191472,66385.24232096144,60136.33176560535,81106.73678709137,289547.6778961389,290785.0098389347
8,2018-04-09,3768.0945055470615,77992.90726053425,945748.5853340924,113012.27670471383,20547.754561189617,24164.888757349374,22524.280544209858,22427.153796948092,64469.04583023312,66353.90546375746,47229.58965995721,6553.277460308027,1105811.7060103242,497300.6096581251,74528.8560873765,53593.7542214956,101309.273745352,51623.585529750846,52353.93119792259,64425.097475433475,62567.745907216384,65945.15742211793,66698.87479876724,60325.64045864423,83489.10466955045,301976.3392500519,276952.6926631853
9,2018-04-10,3693.0595079521568,77601.15311539301,940239.4009573461,108893.7079211609,20195.289899541567,23863.104244237085,22101.62450332852,22095.62425480343,63729.165357838756,65096.50876336149,45581.973006021,5334.6258941564165,1050565.4445989914,495276.10723002505,74661.65852662345,54391.394549886405,102643.91799553232,52540.04709191479,53300.14948416315,66002.80128543462,63041.28536813804,67257.40916603303,68247.99764660772,61418.019604322006,83904.42431303173,290120.3175099165,253675.33812845845
10,2018-04-11,3679.1712502750424,77681.87984070057,923982.2486388793,104923.63030078776,19846.382173032405,23627.59742127323,22130.19297122692,21772.48267658877,62755.5203764005,63722.06949931058,45434.07264189728,4269.881641274019,1065176.3145577803,477235.2774965975,74458.0813958351,55596.60766948766,101869.78584845623,52700.95496038786,53977.33266049958,66577.87580916766,63611.912473277465,67750.06279895683,69383.56781005047,61607.2554409593,85287.01245654597,292255.37408544985,265950.9394562554
11,2018-04-12,3708.473442232657,77926.15542926657,922352.58544398,103074.26068814503,19865.932052360837,23618.663834499457,22235.63113938616,22044.82437032678,62722.00259447536,63827.75721427261,45393.594014254275,4190.311468440081,1034817.6615479427,474611.499205033,75918.1354142077,57659.59187507005,103313.65608835022,54006.405753737396,55461.558339231946,67334.15751436983,63384.11791462543,67793.56423178014,71251.57118411595,61961.86835881968,86330.75740323983,297518.0529291208,256225.54973649626
12,2018-04-13,3610.3375867802833,77669.97711150999,906762.0352491628,102901.86622139526,19890.265244610084,23939.902450566537,22383.507062221637,22486.354428335915,61275.91382288677,62160.07497853631,43331.39010840447,4758.947055797012,1116826.855664034,511739.1757796517,75280.52312074917,58387.04621852291,102514.21315694787,54242.40871456069,55602.16066129164,67413.7945737452,63156.342426094794,67666.50349926368,70532.86947898354,62182.45946813509,85776.52797103745,285658.9345405324,263626.92686157854
13,2018-04-14,3504.7593440988435,75368.45965994605,888829.4087330794,107750.39181031767,19511.808597648083,23424.148214990368,21684.384961981043,21728.27233175913,59859.662196905985,60603.67206273003,39628.4031367077,3823.1765529208096,1041040.7862276318,491392.75393394177,71114.71507841923,52743.01854079973,95857.42929683131,50224.10708276946,51327.02599750812,62873.28998722942,59056.682000481305,63267.97062008391,64491.91799667604,59061.41343083297,75653.31088424004,285820.0513206099,249035.35247394262
14,2018-04-15,3623.1748321640407,77598.55303149254,921043.5312636538,109159.95787798268,20077.18485934023,23774.665439239307,22178.17318116217,22183.990255184046,61695.039966106066,63272.21935126309,44491.01269811721,5351.280014848255,1093288.6648197442,516719.94633804844,74198.94683119214,54785.83340237957,99722.87198894736,52351.990742307564,53383.330247763915,64619.86051643002,61404.90973768335,64273.15800155318,66086.31588718052,60529.28515466614,80367.32948436245,285911.36381859065,300075.33189891465
15,2018-04-16,3720.9998524379857,77397.11435819283,932007.502018798,113059.86528431498,20351.98313205036,23966.595211484284,22456.709201333757,22272.03946286197,63778.9101666485,65554.00598408771,46641.162077069625,6984.509492736535,1115307.2977775154,506209.42475392047,74169.8875718911,53478.794065401016,100420.47243340912,51569.61700080435,52146.42402267938,64091.81705107175,62062.84046435917,65058.442189521906,66399.94837460684,60718.593848862154,82749.69736717078,298340.02517958614,286243.01471741707
16,2018-04-17,3645.9648546337994,77005.36021447115,926498.3178345194,108941.2964986425,19999.518470358176,23664.81069926525,22034.053159915933,21940.509920205433,63039.02969239163,64296.60928733532,44993.54542346856,5765.857926026576,1060061.036403166,504184.92232860846,74302.69001019347,54276.43439435769,101755.11673625931,52486.078560518356,53092.64231079757,65669.52086496724,62536.379922337255,66370.69393120885,67949.07123207551,61810.97299570324,83165.01701101613,286484.0034464733,262965.6601771193
17,2018-04-18,3632.076596749044,77086.08693967308,910241.1657391866,104971.2188725023,19650.61074354693,23429.303876479986,22062.621626440417,21617.36834131397,62065.384675471134,62922.17002662061,44845.64505901705,4701.113673300242,1074671.9063796347,486144.0926231855,74099.11287575666,55481.64751158735,100980.98464407398,52646.98641855644,53769.82548726181,66244.59539277386,63107.007024005994,66863.34755506767,69084.64140978809,62000.208851143056,84547.60515499026,288619.06006144173,275241.2614772229
18,2018-04-19,3661.3787884988847,77330.36252813543,908611.502767434,103121.84925408696,19670.160622573556,23420.370289885424,22168.0597932259,21889.71003437605,62031.86685806265,63027.857744917565,44805.16643104606,4621.543500622893,1044313.2533875847,483520.3143597152,75559.16689048386,57544.63171480324,102424.85493886501,53952.437201475615,55254.051166126475,67000.87710205487,62879.212461886935,66906.84897882992,70952.64479812686,62354.821787809815,85591.3501021499,293881.73894450755,265515.8717297992
19,2018-04-20,3563.242933048245,77074.18420886218,893020.9526033353,102949.45478366973,19694.49381456544,23741.60890523878,22315.935715225314,22331.2400922215,60585.778052854854,61360.17550887464,42742.96252454421,5190.179088694247,1126322.4474846346,520647.9909596562,74921.55459433328,58272.08605533551,101625.41200970153,54188.44015432671,55394.65348645065,67080.51416162438,62651.436972842675,66779.78823948833,70233.94309765086,62575.412914774504,85037.12067006971,282022.6205882859,272917.2488329211
20,2018-04-21,3457.6646903681863,74772.666755775,875088.3261178698,107797.98036894124,19316.037167345417,23225.854668949025,21616.813614148403,21573.157995480236,59169.52639324945,59803.772592755035,39039.9755521844,4254.408586533507,1050536.378029436,500301.56913926895,70755.74654929603,52628.058374676795,94968.6281518007,50170.13851454983,51119.51882091748,62540.009575289034,58551.77654670669,62381.25535347365,64192.99161998146,59454.366895112784,74913.9035833731,282183.7374007337,258325.6744233305
21,2018-04-22,3576.0801784350288,77002.76012580354,907302.448679144,109207.5464329419,19881.41342878034,23576.371892484716,22110.601832493638,22028.87591874207,61004.90412882941,62472.319880980336,43902.585112938694,5782.512049176715,1102784.2566025862,525628.76156873,73839.97829937507,54670.873233335056,98834.07084615358,52298.022166114635,53175.82306943619,64286.580104682354,60900.004283393726,63386.442728117116,65787.38951514046,60922.23863659459,79627.92218361556,282275.0499310765,309365.6538263181
22,2018-04-23,3673.905198703727,76801.32145108684,918266.4193030357,113107.45384125224,20156.21170235551,23768.301663664235,22389.13785032269,22116.925125227484,63088.774300641926,64754.106516302316,46052.73449134691,7415.741527127726,1124802.8895509057,515118.24001020024,73810.91904428363,53363.83389402785,99531.67126414944,51515.64841837497,51938.91684632132,63758.53667424123,61557.9350095441,64171.726903587085,66101.02200705808,61111.54734786408,82010.29006603466,294703.71132889186,295533.33659545454
23,2018-04-24,3598.870200894465,76409.56730594358,912757.2349875134,108988.88505757778,19803.747041528488,23466.517150378815,21966.48180656143,21785.395581377437,62348.89379765783,63496.70982205143,44405.117837199505,6197.089960481104,1069556.6281667901,513093.73761037656,73943.7214867898,54161.474220642594,100866.3155405221,52432.10997184334,52885.13513639901,65336.24052304157,62031.47446698607,65483.97863276402,67650.14486900659,62203.92651177008,82425.6097094703,282847.68963265716,272255.9820057076
24,2018-04-25,3584.981943002879,76490.29403124703,896500.0827302552,105018.80743708048,19454.839315839716,23231.010327241333,21995.05027157914,21462.25400145649,61375.248785629425,62122.270564144,44257.217472861164,5132.345707102202,1084167.498152719,495052.90790519776,73740.14435925805,55366.68733846528,100092.18341963763,52593.017831619385,53562.318316570745,65911.31508557418,62602.10156864587,65976.63225095165,68785.71504655767,62393.16236663615,83808.1978529379,284982.74625208066,284531.5832784163
25,2018-04-26,3614.2841347461344,76734.56961981159,894870.4195965854,103169.4378243096,19474.38919598888,23222.0767402942,22100.48843685828,21734.595693488754,61341.73097311505,62227.95828525098,44216.73884500783,5052.775533772141,1053808.8451700662,492429.12964189716,75200.19838089144,57429.67154227413,101536.05368572832,53898.46861627554,55046.54399914256,66667.5968295793,62374.30700651719,66020.13366904092,70653.71843473573,62747.775302727394,84851.94279959216,290245.4251396434,274806.19350361626
26,2018-04-27,3516.1482792886964,76478.39130064167,879279.8692705719,102997.04335953435,19498.722389103947,23543.31535529615,22248.364357351635,22176.12575030641,59895.64217279911,60560.27605201595,42154.534938619494,5621.411121192658,1135818.039276633,529556.806242147,74562.5860916503,58157.12588340532,100736.61072787037,54134.47157086881,55187.14632317852,66747.23392387702,62146.53151746413,65893.07292402814,69935.01673410117,62968.3664291196,84297.71336700834,278386.30678787344,282207.5705793585
27,2018-04-28,3410.5700366020783,74176.87384765926,861347.2426232375,107845.56895044893,19120.2657430072,23027.561118654317,21549.242254768444,21418.043652536424,58479.39051808916,59003.87313870869,38451.54796637965,4685.640618380391,1060031.9698307912,509210.3844220012,70396.77805352486,52513.09820334435,94079.82684127793,50116.169932834295,50912.01166135746,62206.72937227026,58046.87109132065,61494.540032342506,63894.06525627487,59847.320408885535,74174.49627981045,278547.4236047951,267615.99614240264
28,2018-04-29,3528.9855246469224,76406.96721589433,893561.364911714,109255.13503402894,19685.642006075414,23378.078341738605,22043.030471728453,21873.761574642867,60314.76824861852,61672.420432841056,43314.157526372604,6213.748764857285,1112279.851668018,534537.5768506826,73481.00980768506,54555.91306220257,97945.2695073376,52244.05358030057,52968.31591057266,63953.29993799716,60395.09882795776,62499.72739286792,65488.46315132553,61315.19215142373,78888.51487697542,278638.73612306773,318655.97552851134
29,2018-04-30,3626.810544900058,76205.52853927796,904525.3354246625,113155.04245627372,19960.44028015993,23570.008112817985,22321.56648967761,21961.810781000582,62398.638410482985,63954.207071255354,45464.30690389596,7846.982927290761,1134298.4878709242,524027.055291102,73451.95054976053,53248.87372249476,98642.86992572802,51461.67982671816,51731.40968444056,63425.25650915926,61053.0295540631,63285.01155988827,65802.09564328883,61504.500864320275,81270.88275681085,291067.39750433085,304823.6583081193
30,2018-05-01,3551.7755470755233,75813.77439224573,899016.1509982755,109036.47368652969,19607.975619844663,23268.223599435278,21898.910446039783,21630.28123702654,61658.75789755396,62696.810380102164,43816.690248879975,6628.336045133668,1079052.2297419757,522002.5528904276,73584.75298944702,54046.514048725905,99977.51420251261,52378.14137435624,52677.62797151403,65002.96035957446,61526.56901147328,64597.263280624284,67351.21850529373,62596.88002986195,81686.20239769122,279211.3757915181,281546.30372909433
31,2018-05-02,3537.8872891684364,75894.5011156506,882758.9986300718,105066.3960799612,19259.067894664946,23032.716776197267,21927.478911177644,21307.139656977495,60685.11287557722,61322.3711252867,43668.789883658595,5563.596476235594,1093663.1029824573,503961.72318416473,73381.17585908371,55251.727166150544,99203.38208202373,52539.04922829083,53354.81114867067,65578.03492371178,62097.19611308923,65089.91689036305,68486.78868289311,62786.115886355554,83068.790538578,281346.4323943972,293821.9050122987
